,rendered_character,simplified_character,period,image_ID,dataset,scale_method,skeletonise_method,perimetric_complexity,pixel_complexity
352,万,万,Bronze,B20107,hzy,stretch,lee,385.3762890336397,1303.0
353,万,万,Bronze,B20108,hzy,stretch,lee,358.4508538402396,1321.0
354,万,万,Bronze,B20109,hzy,stretch,lee,379.5177873278034,1314.0
355,万,万,Bronze,B20110,hzy,stretch,lee,383.8245717688797,1292.0
356,万,万,Bronze,B20111,hzy,stretch,lee,418.1089265997241,1439.0
357,万,万,Bronze,B20112,hzy,stretch,lee,437.0309696234454,1518.0
358,万,万,Bronze,B20113,hzy,stretch,lee,413.7122324357865,1503.0
359,万,万,Bronze,B20114,hzy,stretch,lee,382.5362003229289,1320.0
360,万,万,Bronze,B20115,hzy,stretch,lee,434.6236682154376,1474.0
361,万,万,Bronze,B20116,hzy,stretch,lee,393.73337642974536,1328.0
362,万,万,Bronze,B20117,hzy,stretch,lee,404.2472280183557,1396.0
363,万,万,Bronze,B20118,hzy,stretch,lee,324.2778723452231,1200.0
364,万,万,Bronze,B20119,hzy,stretch,lee,380.9588723315276,1359.0
365,万,万,Bronze,B20120,hzy,stretch,lee,392.0237111198294,1339.0
366,万,万,Bronze,B20121,hzy,stretch,lee,444.7174443268963,1553.0
367,万,万,Bronze,B20122,hzy,stretch,lee,400.40068581918575,1408.0
368,万,万,Bronze,B20123,hzy,stretch,lee,442.1628802209489,1623.0
369,万,万,Bronze,B20124,hzy,stretch,lee,449.2139807309201,1557.0
370,万,万,Bronze,B20125,hzy,stretch,lee,480.5995625186626,1768.0
371,万,万,Bronze,B20126,hzy,stretch,lee,434.7444373461062,1520.0
372,万,万,Bronze,B20127,hzy,stretch,lee,375.481930606932,1358.0
373,万,万,Bronze,B20128,hzy,stretch,lee,364.5591337207912,1284.0
374,万,万,Bronze,B20129,hzy,stretch,lee,330.4082052259797,1182.0
375,万,万,Bronze,B20130,hzy,stretch,lee,290.1769676556382,1046.0
376,万,万,Bronze,B20131,hzy,stretch,lee,478.65499936745897,1737.0
377,万,万,Bronze,B20132,hzy,stretch,lee,430.5794085886303,1498.0
378,万,万,Bronze,B20133,hzy,stretch,lee,389.7207213072023,1386.0
379,万,万,Bronze,B20134,hzy,stretch,lee,422.9571066786673,1504.0
380,万,万,Bronze,B20135,hzy,stretch,lee,459.7970108975359,1665.0
381,万,万,Bronze,B20136,hzy,stretch,lee,437.4279806952391,1560.0
382,万,万,Bronze,B20137,hzy,stretch,lee,451.4673920933358,1644.0
383,万,万,Bronze,B20138,hzy,stretch,lee,472.4741611419466,1695.0
384,万,万,Bronze,B20139,hzy,stretch,lee,493.4689532758903,1724.0
385,万,万,Bronze,B20140,hzy,stretch,lee,469.9062318426161,1639.0
386,万,万,Bronze,B20141,hzy,stretch,lee,445.90037480640336,1483.0
387,万,万,Bronze,B20142,hzy,stretch,lee,433.9703479545719,1528.0
388,万,万,Bronze,B20143,hzy,stretch,lee,447.2823198751054,1637.0
389,万,万,Bronze,B20144,hzy,stretch,lee,415.04434796843793,1437.0
390,万,万,Bronze,B20145,hzy,stretch,lee,429.10485119555415,1487.0
391,万,万,Bronze,B20146,hzy,stretch,lee,467.2075358076559,1640.0
392,万,万,Bronze,B20147,hzy,stretch,lee,455.5412358647775,1568.0
393,万,万,Bronze,B20148,hzy,stretch,lee,471.5024849440156,1651.0
394,万,万,Bronze,B20149,hzy,stretch,lee,402.2079082837832,1408.0
395,万,万,Bronze,B20150,hzy,stretch,lee,472.9663680130074,1627.0
396,万,万,Bronze,B20151,hzy,stretch,lee,473.34628139598414,1683.0
397,万,万,Bronze,B20152,hzy,stretch,lee,454.9024633632376,1684.0
398,万,万,Bronze,B20153,hzy,stretch,lee,446.2952211340065,1623.0
399,万,万,Bronze,B20154,hzy,stretch,lee,468.1770320357463,1656.0
400,万,万,Bronze,B20155,hzy,stretch,lee,495.2218377802597,1720.0
401,万,万,Bronze,B20156,hzy,stretch,lee,418.1881755122217,1519.0
402,万,万,Bronze,B20157,hzy,stretch,lee,432.9895766116675,1535.0
403,万,万,Bronze,B20158,hzy,stretch,lee,392.5603738262382,1439.0
404,万,万,Bronze,B20159,hzy,stretch,lee,548.1464530946837,1955.0
405,万,万,Bronze,B20160,hzy,stretch,lee,539.1774155721173,1943.0
406,万,万,Bronze,B20161,hzy,stretch,lee,508.16123562614,1832.0
407,万,万,Bronze,B20162,hzy,stretch,lee,420.93229856003234,1537.0
408,万,万,Bronze,B20163,hzy,stretch,lee,365.79138175716975,1273.0
409,万,万,Bronze,B20164,hzy,stretch,lee,387.541647485563,1370.0
410,万,万,Bronze,B20165,hzy,stretch,lee,387.3419363733781,1358.0
411,万,万,Bronze,B20166,hzy,stretch,lee,346.924705272382,1174.0
412,万,万,Bronze,B20167,hzy,stretch,lee,431.0283685922944,1581.0
413,万,万,Bronze,B20168,hzy,stretch,lee,338.2749050254501,1150.0
414,万,万,Bronze,B20169,hzy,stretch,lee,376.36043942665447,1477.0
415,万,万,Bronze,B20170,hzy,stretch,lee,536.3251680488129,1828.0
416,万,万,Bronze,B20171,hzy,stretch,lee,450.0292816707032,1571.0
417,万,万,Bronze,B20172,hzy,stretch,lee,397.6634305629876,1502.0
418,万,万,Bronze,B20173,hzy,stretch,lee,437.2179231496144,1625.0
419,万,万,Bronze,B20174,hzy,stretch,lee,411.9197407050024,1592.0
420,万,万,Bronze,B20175,hzy,stretch,lee,383.05143687512776,1507.0
421,万,万,Bronze,B20176,hzy,stretch,lee,207.88685803630327,756.0
422,万,万,Oracle,J29852,hzy,stretch,lee,234.62794874298348,818.0
423,万,万,Oracle,J29853,hzy,stretch,lee,252.31673005734743,826.0
424,万,万,Oracle,J29854,hzy,stretch,lee,329.4172258964145,1197.0
425,万,万,Oracle,J29855,hzy,stretch,lee,347.50512775873136,1240.0
426,万,万,Oracle,J29856,hzy,stretch,lee,267.63055362329806,952.0
427,丈,丈,Seal,S01638,hzy,stretch,lee,311.1456795299299,1211.0
428,三,三,Bronze,B00355,hzy,stretch,lee,187.31728692289056,767.0
429,三,三,Bronze,B00356,hzy,stretch,lee,199.09748829973304,789.0
430,三,三,Bronze,B00357,hzy,stretch,lee,197.2852669080517,831.0
431,三,三,Bronze,B00358,hzy,stretch,lee,234.6481032876132,837.0
432,三,三,Bronze,B00359,hzy,stretch,lee,198.944785490812,799.0
433,三,三,Bronze,B00360,hzy,stretch,lee,213.9466848336652,750.0
434,三,三,Bronze,B00361,hzy,stretch,lee,210.4188479028642,815.0
435,三,三,Bronze,B00362,hzy,stretch,lee,208.20673277946352,801.0
436,三,三,Bronze,B00363,hzy,stretch,lee,188.353631037891,759.0
437,三,三,Bronze,B00364,hzy,stretch,lee,189.0378794623093,748.0
438,三,三,Bronze,B00365,hzy,stretch,lee,189.79073886172097,774.0
439,三,三,Bronze,B00366,hzy,stretch,lee,190.3861015227421,796.0
440,三,三,Bronze,B00367,hzy,stretch,lee,197.58833092436336,814.0
441,三,三,Bronze,B00368,hzy,stretch,lee,200.35232147121084,816.0
442,三,三,Bronze,B00369,hzy,stretch,lee,203.94297718880387,847.0
443,三,三,Bronze,B00370,hzy,stretch,lee,188.7882366190824,795.0
444,三,三,Bronze,B00371,hzy,stretch,lee,210.98520055838333,831.0
445,三,三,Bronze,B00372,hzy,stretch,lee,190.0367147921237,794.0
446,三,三,Bronze,B00373,hzy,stretch,lee,196.4856410471678,809.0
447,三,三,Bronze,B00374,hzy,stretch,lee,189.981517791787,751.0
448,三,三,Bronze,B00375,hzy,stretch,lee,216.2809573323464,780.0
449,三,三,Oracle,J00545,hzy,stretch,lee,190.3162415085966,789.0
450,三,三,Oracle,J00546,hzy,stretch,lee,198.43833521670288,745.0
451,三,三,Oracle,J00547,hzy,stretch,lee,189.38557528645708,759.0
452,三,三,Oracle,J00548,hzy,stretch,lee,187.5356644623088,736.0
453,三,三,Oracle,J00549,hzy,stretch,lee,198.41656123997709,718.0
454,三,三,Oracle,J00550,hzy,stretch,lee,197.1541726298221,775.0
455,三,三,Oracle,J00551,hzy,stretch,lee,173.83547256108108,657.0
456,三,三,Oracle,J00552,hzy,stretch,lee,173.6442524247286,702.0
457,三,三,Oracle,J00553,hzy,stretch,lee,178.26516021035488,731.0
458,三,三,Oracle,J00554,hzy,stretch,lee,197.20929559849336,824.0
459,三,三,Seal,S00097,hzy,stretch,lee,178.28054689295143,766.0
460,上,上,Bronze,B00109,hzy,stretch,lee,146.13520074688168,546.0
461,上,上,Bronze,B00110,hzy,stretch,lee,118.39654109156533,417.0
462,上,上,Bronze,B00111,hzy,stretch,lee,131.19471013588625,474.0
463,上,上,Bronze,B00112,hzy,stretch,lee,131.5593011484966,467.0
464,上,上,Bronze,B00113,hzy,stretch,lee,111.4491531895491,440.0
465,上,上,Bronze,B00114,hzy,stretch,lee,124.28995369025766,524.0
466,上,上,Bronze,B00115,hzy,stretch,lee,122.13168361008628,500.0
467,上,上,Bronze,B00116,hzy,stretch,lee,133.27251568594,548.0
468,上,上,Bronze,B00117,hzy,stretch,lee,94.85012835400651,374.0
469,上,上,Bronze,B00118,hzy,stretch,lee,106.87576924546792,414.0
470,上,上,Bronze,B00119,hzy,stretch,lee,97.40780511618088,348.0
471,上,上,Bronze,B00120,hzy,stretch,lee,113.95191437914762,418.0
472,上,上,Bronze,B00121,hzy,stretch,lee,98.77873073596304,391.0
473,上,上,Bronze,B00122,hzy,stretch,lee,148.8780949328458,637.0
474,上,上,Bronze,B00123,hzy,stretch,lee,155.88560801260712,648.0
475,上,上,Bronze,B00124,hzy,stretch,lee,163.5049130773982,667.0
476,上,上,Bronze,B00125,hzy,stretch,lee,164.14795552879522,695.0
477,上,上,Bronze,B00126,hzy,stretch,lee,169.40171648349346,708.0
478,上,上,Bronze,B00127,hzy,stretch,lee,155.29620785434733,647.0
479,上,上,Bronze,B00128,hzy,stretch,lee,352.28723813013823,1357.0
480,上,上,Bronze,B00129,hzy,stretch,lee,318.8772708765372,1155.0
481,上,上,Bronze,B00130,hzy,stretch,lee,205.2517784611707,834.0
482,上,上,Bronze,B00131,hzy,stretch,lee,201.19188330030283,816.0
483,上,上,Bronze,B00132,hzy,stretch,lee,203.7790281126657,860.0
484,上,上,Bronze,B00133,hzy,stretch,lee,196.332099651086,830.0
485,上,上,Oracle,J00024,hzy,stretch,lee,148.26423794177347,565.0
486,上,上,Oracle,J00025,hzy,stretch,lee,127.8522696373068,482.0
487,上,上,Oracle,J00026,hzy,stretch,lee,157.0329487786697,494.0
488,上,上,Oracle,J00027,hzy,stretch,lee,102.49987729111704,365.0
489,上,上,Oracle,J00028,hzy,stretch,lee,135.5138205582121,492.0
490,上,上,Oracle,J00029,hzy,stretch,lee,107.58089120842148,428.0
491,上,上,Oracle,J00030,hzy,stretch,lee,143.92893726605448,435.0
492,上,上,Seal,S00008,hzy,stretch,lee,201.35655644769176,782.0
493,下,下,Bronze,B00153,hzy,stretch,lee,119.55911524054092,449.0
494,下,下,Bronze,B00154,hzy,stretch,lee,135.2826156684546,474.0
495,下,下,Bronze,B00155,hzy,stretch,lee,128.9333686448909,440.0
496,下,下,Bronze,B00156,hzy,stretch,lee,113.8955633018564,439.0
497,下,下,Bronze,B00157,hzy,stretch,lee,164.21014142243953,706.0
498,下,下,Bronze,B00158,hzy,stretch,lee,170.21497000247425,705.0
499,下,下,Bronze,B00159,hzy,stretch,lee,170.186473892274,724.0
500,下,下,Bronze,B00160,hzy,stretch,lee,198.7751576328137,860.0
501,下,下,Bronze,B00161,hzy,stretch,lee,168.73187536836434,717.0
502,下,下,Bronze,B00162,hzy,stretch,lee,182.17839984017732,775.0
503,下,下,Oracle,J00145,hzy,stretch,lee,140.28473893249557,477.0
504,下,下,Oracle,J00146,hzy,stretch,lee,173.1607240976914,545.0
505,下,下,Oracle,J00147,hzy,stretch,lee,162.58959899441285,464.0
506,下,下,Oracle,J00148,hzy,stretch,lee,135.64610163356124,442.0
507,下,下,Oracle,J00149,hzy,stretch,lee,160.1417335852804,474.0
508,下,下,Oracle,J00150,hzy,stretch,lee,173.6862784614031,593.0
509,下,下,Oracle,J00151,hzy,stretch,lee,157.29008942895462,511.0
510,下,下,Oracle,J00152,hzy,stretch,lee,147.8055856243141,469.0
511,下,下,Oracle,J00153,hzy,stretch,lee,147.19215021380586,475.0
512,下,下,Oracle,J00154,hzy,stretch,lee,137.19811652639376,437.0
513,下,下,Oracle,J00155,hzy,stretch,lee,146.80350438853907,493.0
514,下,下,Oracle,J00156,hzy,stretch,lee,133.24568290489887,451.0
515,下,下,Oracle,J00157,hzy,stretch,lee,147.33682223570148,495.0
516,下,下,Oracle,J00158,hzy,stretch,lee,163.93099020739422,512.0
517,下,下,Oracle,J00159,hzy,stretch,lee,145.25589403391947,458.0
518,下,下,Oracle,J00160,hzy,stretch,lee,146.2880067542123,481.0
519,下,下,Oracle,J00161,hzy,stretch,lee,131.4637028223015,437.0
520,下,下,Oracle,J00162,hzy,stretch,lee,142.66030162867696,488.0
521,下,下,Seal,S00016,hzy,stretch,lee,215.03324035366305,906.0
522,不,不,Bronze,B16048,hzy,stretch,lee,264.7976537269384,913.0
523,不,不,Bronze,B16049,hzy,stretch,lee,257.37366468404593,914.0
524,不,不,Bronze,B16050,hzy,stretch,lee,241.8435790621253,885.0
525,不,不,Bronze,B16051,hzy,stretch,lee,259.7372722710236,883.0
526,不,不,Bronze,B16052,hzy,stretch,lee,251.34066922958297,900.0
527,不,不,Bronze,B16053,hzy,stretch,lee,281.9170232607455,935.0
528,不,不,Bronze,B16054,hzy,stretch,lee,261.39353533658465,970.0
529,不,不,Bronze,B16055,hzy,stretch,lee,257.72083780283094,911.0
530,不,不,Bronze,B16056,hzy,stretch,lee,261.28549386961373,893.0
531,不,不,Bronze,B16057,hzy,stretch,lee,268.6840452836965,923.0
532,不,不,Bronze,B16058,hzy,stretch,lee,261.88407049743523,914.0
533,不,不,Bronze,B16059,hzy,stretch,lee,261.33440623632464,911.0
534,不,不,Bronze,B16060,hzy,stretch,lee,263.516970803178,892.0
535,不,不,Bronze,B16061,hzy,stretch,lee,252.8017116071665,880.0
536,不,不,Bronze,B16062,hzy,stretch,lee,257.87490318021634,872.0
537,不,不,Bronze,B16063,hzy,stretch,lee,257.704335262903,904.0
538,不,不,Bronze,B16064,hzy,stretch,lee,273.49311189120294,973.0
539,不,不,Bronze,B16065,hzy,stretch,lee,260.14633329051685,924.0
540,不,不,Bronze,B16066,hzy,stretch,lee,265.2901633718322,904.0
541,不,不,Bronze,B16067,hzy,stretch,lee,273.246677923408,938.0
542,不,不,Bronze,B16068,hzy,stretch,lee,269.4657615629294,912.0
543,不,不,Bronze,B16069,hzy,stretch,lee,243.3423845865284,786.0
544,不,不,Bronze,B16070,hzy,stretch,lee,264.5142383577509,907.0
545,不,不,Bronze,B16071,hzy,stretch,lee,266.6771373797296,931.0
546,不,不,Bronze,B16072,hzy,stretch,lee,245.2708252012497,841.0
547,不,不,Bronze,B16073,hzy,stretch,lee,252.3916766395577,857.0
548,不,不,Bronze,B16074,hzy,stretch,lee,339.46992149145,1323.0
549,不,不,Bronze,B16075,hzy,stretch,lee,274.53606674428005,981.0
550,不,不,Bronze,B16076,hzy,stretch,lee,240.8171809278861,952.0
551,不,不,Bronze,B16077,hzy,stretch,lee,273.3376313370359,929.0
552,不,不,Bronze,B16078,hzy,stretch,lee,237.72086400805804,815.0
553,不,不,Bronze,B16079,hzy,stretch,lee,274.9036295175578,932.0
554,不,不,Bronze,B16080,hzy,stretch,lee,267.8004768594889,932.0
555,不,不,Bronze,B16081,hzy,stretch,lee,257.72597656197394,899.0
556,不,不,Bronze,B16082,hzy,stretch,lee,286.77022958575884,978.0
557,不,不,Bronze,B16083,hzy,stretch,lee,256.7735372888565,896.0
558,不,不,Bronze,B16084,hzy,stretch,lee,261.18645884273224,875.0
559,不,不,Bronze,B16085,hzy,stretch,lee,235.8497137342442,853.0
560,不,不,Bronze,B16086,hzy,stretch,lee,268.08553608666307,916.0
561,不,不,Bronze,B16087,hzy,stretch,lee,255.05267744248607,965.0
562,不,不,Bronze,B16088,hzy,stretch,lee,251.1057410062678,943.0
563,不,不,Bronze,B16089,hzy,stretch,lee,238.88672732376853,871.0
564,不,不,Bronze,B16090,hzy,stretch,lee,264.2778664403034,963.0
565,不,不,Bronze,B16091,hzy,stretch,lee,204.35415412828456,803.0
566,不,不,Bronze,B16092,hzy,stretch,lee,272.27031851345794,925.0
567,不,不,Bronze,B16093,hzy,stretch,lee,273.3540866886291,1018.0
568,不,不,Bronze,B16094,hzy,stretch,lee,252.4158344795503,1003.0
569,不,不,Bronze,B16095,hzy,stretch,lee,299.00086939821813,1091.0
570,不,不,Bronze,B16096,hzy,stretch,lee,251.83750150455325,984.0
571,不,不,Bronze,B16097,hzy,stretch,lee,269.1474147508392,941.0
572,不,不,Bronze,B16098,hzy,stretch,lee,259.20656124559326,1008.0
573,不,不,Bronze,B16099,hzy,stretch,lee,275.3070284534727,985.0
574,不,不,Bronze,B16100,hzy,stretch,lee,279.8160195319965,986.0
575,不,不,Bronze,B16101,hzy,stretch,lee,262.9393875189201,895.0
576,不,不,Oracle,J25391,hzy,stretch,lee,186.10422168268624,655.0
577,不,不,Oracle,J25392,hzy,stretch,lee,205.42198198713865,713.0
578,不,不,Oracle,J25393,hzy,stretch,lee,271.9554817365483,981.0
579,不,不,Oracle,J25394,hzy,stretch,lee,197.27650686686363,664.0
580,不,不,Oracle,J25395,hzy,stretch,lee,215.3135175217366,740.0
581,不,不,Oracle,J25396,hzy,stretch,lee,219.4355390965785,722.0
582,不,不,Oracle,J25397,hzy,stretch,lee,256.4295970338687,958.0
583,不,不,Oracle,J25398,hzy,stretch,lee,238.7527264046336,895.0
584,不,不,Oracle,J25399,hzy,stretch,lee,279.7206256457972,1013.0
585,不,不,Oracle,J25400,hzy,stretch,lee,242.9179513616732,898.0
586,不,不,Oracle,J25401,hzy,stretch,lee,259.2098510034787,991.0
587,不,不,Oracle,J25402,hzy,stretch,lee,227.2995556062183,811.0
588,不,不,Oracle,J25403,hzy,stretch,lee,208.48228287022684,774.0
589,不,不,Oracle,J25404,hzy,stretch,lee,335.823873815949,1132.0
590,不,不,Oracle,J25405,hzy,stretch,lee,276.49246558064635,973.0
591,不,不,Oracle,J25406,hzy,stretch,lee,225.5570494152595,770.0
592,不,不,Oracle,J25407,hzy,stretch,lee,191.59818853366104,650.0
593,不,不,Oracle,J25408,hzy,stretch,lee,185.8224556488561,650.0
594,不,不,Oracle,J25409,hzy,stretch,lee,292.5759225600912,1030.0
595,不,不,Oracle,J25410,hzy,stretch,lee,264.85404509866544,917.0
596,不,不,Oracle,J25411,hzy,stretch,lee,227.5447042423176,846.0
597,不,不,Oracle,J25412,hzy,stretch,lee,244.5161057075224,808.0
598,不,不,Oracle,J25413,hzy,stretch,lee,200.2614555953255,675.0
599,不,不,Oracle,J25414,hzy,stretch,lee,179.67058699098973,665.0
600,不,不,Oracle,J25415,hzy,stretch,lee,242.7440855361395,915.0
601,不,不,Oracle,J25416,hzy,stretch,lee,229.17718393582888,821.0
602,不,不,Oracle,J25417,hzy,stretch,lee,251.5349629352267,956.0
603,不,不,Oracle,J25418,hzy,stretch,lee,229.20578728476733,846.0
604,不,不,Oracle,J25419,hzy,stretch,lee,288.572678329856,975.0
605,不,不,Oracle,J25420,hzy,stretch,lee,255.05229494186395,932.0
606,不,不,Oracle,J25421,hzy,stretch,lee,249.5981563731258,907.0
607,不,不,Oracle,J25422,hzy,stretch,lee,222.15404925584065,773.0
608,不,不,Oracle,J25423,hzy,stretch,lee,246.1973900567002,863.0
609,不,不,Oracle,J25424,hzy,stretch,lee,247.7779483485793,854.0
610,不,不,Oracle,J25425,hzy,stretch,lee,224.3901940469341,747.0
611,不,不,Oracle,J25426,hzy,stretch,lee,219.63232752179283,799.0
612,不,不,Oracle,J25427,hzy,stretch,lee,249.0606022766348,895.0
613,不,不,Oracle,J25428,hzy,stretch,lee,228.72344045298505,770.0
614,不,不,Oracle,J25429,hzy,stretch,lee,233.10898823263213,733.0
615,不,不,Oracle,J25430,hzy,stretch,lee,240.5299865952288,835.0
616,不,不,Oracle,J25431,hzy,stretch,lee,238.75693789330705,808.0
617,不,不,Oracle,J25432,hzy,stretch,lee,236.50949765357004,835.0
618,不,不,Oracle,J25433,hzy,stretch,lee,205.37863202209823,710.0
619,不,不,Oracle,J25434,hzy,stretch,lee,218.03857449681468,715.0
620,不,不,Oracle,J25435,hzy,stretch,lee,271.1841759647832,982.0
621,不,不,Oracle,J25436,hzy,stretch,lee,254.5639710660868,876.0
622,不,不,Oracle,J25437,hzy,stretch,lee,204.8022451360688,697.0
623,不,不,Oracle,J25438,hzy,stretch,lee,218.2552866981408,755.0
624,不,不,Oracle,J25439,hzy,stretch,lee,268.0915936115686,944.0
625,不,不,Oracle,J25440,hzy,stretch,lee,205.22339278203327,772.0
626,不,不,Oracle,J25441,hzy,stretch,lee,234.977234428621,799.0
627,不,不,Oracle,J25442,hzy,stretch,lee,238.7706730376247,832.0
628,不,不,Oracle,J25443,hzy,stretch,lee,239.74933673937647,805.0
629,不,不,Oracle,J25444,hzy,stretch,lee,250.0760488792048,859.0
630,不,不,Oracle,J25445,hzy,stretch,lee,251.08973613352887,886.0
631,不,不,Oracle,J25446,hzy,stretch,lee,224.17317218428005,798.0
632,不,不,Oracle,J25447,hzy,stretch,lee,234.9454403356412,819.0
633,不,不,Oracle,J25448,hzy,stretch,lee,219.295199644184,757.0
634,不,不,Oracle,J25449,hzy,stretch,lee,242.241596069132,860.0
635,不,不,Oracle,J25450,hzy,stretch,lee,231.3227641857966,853.0
636,不,不,Oracle,J25451,hzy,stretch,lee,187.6423135701912,674.0
637,不,不,Oracle,J25452,hzy,stretch,lee,253.26222194280288,931.0
638,不,不,Oracle,J25453,hzy,stretch,lee,231.9083124945641,834.0
639,不,不,Oracle,J25454,hzy,stretch,lee,285.24472348926884,978.0
640,不,不,Oracle,J25455,hzy,stretch,lee,307.0588243411342,1075.0
641,不,不,Oracle,J25456,hzy,stretch,lee,297.6022949435879,1090.0
642,不,不,Oracle,J25457,hzy,stretch,lee,256.7471271124085,851.0
643,不,不,Oracle,J25458,hzy,stretch,lee,270.2038488941858,987.0
644,不,不,Oracle,J25459,hzy,stretch,lee,224.1889063080776,774.0
645,不,不,Oracle,J25460,hzy,stretch,lee,253.66246962367248,890.0
646,不,不,Oracle,J25461,hzy,stretch,lee,252.8264592726578,905.0
647,不,不,Oracle,J25462,hzy,stretch,lee,288.0400313875278,1057.0
648,不,不,Oracle,J25463,hzy,stretch,lee,223.9162795680081,789.0
649,不,不,Oracle,J25464,hzy,stretch,lee,234.74265691605032,775.0
650,不,不,Oracle,J25465,hzy,stretch,lee,359.09403112775163,1280.0
651,不,不,Oracle,J25466,hzy,stretch,lee,308.6889833988436,1046.0
652,不,不,Oracle,J25467,hzy,stretch,lee,226.7906862376873,779.0
653,不,不,Oracle,J25468,hzy,stretch,lee,287.52295433315294,1037.0
654,不,不,Oracle,J25469,hzy,stretch,lee,292.5788095203151,1024.0
655,不,不,Oracle,J25470,hzy,stretch,lee,317.06449501103583,1063.0
656,不,不,Oracle,J25471,hzy,stretch,lee,239.2111970470389,812.0
657,不,不,Oracle,J25472,hzy,stretch,lee,228.5626264285549,790.0
658,不,不,Oracle,J25473,hzy,stretch,lee,269.6573231346593,1010.0
659,不,不,Oracle,J25474,hzy,stretch,lee,254.21948498796505,873.0
660,不,不,Oracle,J25475,hzy,stretch,lee,215.56458251987328,727.0
661,不,不,Oracle,J25476,hzy,stretch,lee,229.3463992346865,780.0
662,不,不,Oracle,J25477,hzy,stretch,lee,257.28637729801244,909.0
663,不,不,Oracle,J25478,hzy,stretch,lee,217.47031547762927,763.0
664,不,不,Oracle,J25479,hzy,stretch,lee,219.56005170469132,746.0
665,不,不,Oracle,J25480,hzy,stretch,lee,243.50367046835373,821.0
666,不,不,Oracle,J25481,hzy,stretch,lee,245.1523298838066,810.0
667,不,不,Oracle,J25482,hzy,stretch,lee,208.7666539948036,713.0
668,不,不,Oracle,J25483,hzy,stretch,lee,194.773633063388,636.0
669,不,不,Oracle,J25484,hzy,stretch,lee,232.7388842666608,799.0
670,不,不,Oracle,J25485,hzy,stretch,lee,208.79857827767623,684.0
671,不,不,Oracle,J25486,hzy,stretch,lee,212.8349457704928,766.0
672,不,不,Oracle,J25487,hzy,stretch,lee,218.6678393816606,748.0
673,不,不,Oracle,J25488,hzy,stretch,lee,259.11303175514047,922.0
